Accident_Date,Airline,Severity,Fatalities,Survivors,Aircraft_Type,Accident_Cause,Location,Weather_Condition,Altitude_ft,Speed_knots,Pilot_Experience_Years,Time_of_Accident,Majority_Survivor_Location,Plane_Damage
13/05/2025,Delta,Severe,221,75,Airbus A320,Lightning strike,"Toronto, Canada",Fog,1914,439,26,Daylight,Front,Partial - Low Monetary Damage
03/12/2017,Lufthansa,Minor,6,92,Airbus A380,Sabotage,"Beijing, China",Rain,8364,493,24,Night,Back,Full Plane
07/06/2019,United,Minor,4,74,Boeing 747,Severe turbulence,"Toronto, Canada",Fog,35418,260,40,Daylight,Back,Full Plane
14/05/2023,Qatar Airways,Severe,122,50,Bombardier CRJ900,Structural failure,"Beijing, China",Thunderstorm,1126,263,20,Daylight,Back,Full Plane
10/01/2011,American Airlines,Minor,2,95,Bombardier CRJ900,Structural failure,"São Paulo, Brazil",Rain,4770,333,35,Night,Back,Partial - Low Monetary Damage
11/11/2017,Air India,Minor,8,154,Boeing 747,Landing gear malfunction,"Mumbai, India",Fog,1555,308,5,Daylight,Back,Full Plane
30/01/2024,Qatar Airways,Minor,6,67,Embraer 190,Mid-air collision,"Tokyo, Japan",Windy,19667,479,35,Night,Front,Partial - Low Monetary Damage
16/10/2010,British Airways,Minor,10,55,Airbus A380,Mid-air collision,"Tokyo, Japan",Rain,6706,529,10,Night,Back,Partial - High Monetary Damage
27/10/2024,Turkish Airlines,Minor,3,245,Boeing 747,Controlled flight into terrain,"Beijing, China",Clear,18854,462,30,Night,Back,Full Plane
06/04/2023,Delta,Severe,59,98,Boeing 737,Pilot error,"Sydney, Australia",Rain,21589,321,12,Night,Front,Full Plane
25/07/2018,Lufthansa,Minor,7,262,Embraer 190,Controlled flight into terrain,"Beijing, China",Rain,15898,221,39,Daylight,Front,Partial - High Monetary Damage
29/06/2017,American Airlines,Minor,10,47,Bombardier CRJ900,Controlled flight into terrain,"London, UK",Fog,19744,483,8,Night,Front,Partial - High Monetary Damage
23/12/2018,Lufthansa,Minor,0,295,Airbus A320,Controlled flight into terrain,"São Paulo, Brazil",Windy,5059,509,16,Daylight,Back,Partial - High Monetary Damage
28/06/2022,British Airways,Severe,167,14,Bombardier CRJ900,Sabotage,"Paris, France",Thunderstorm,21818,256,25,Daylight,Back,Full Plane
11/01/2022,American Airlines,Severe,184,119,Embraer 190,Bird strike,"Tokyo, Japan",Rain,8273,266,30,Night,Back,Partial - High Monetary Damage
06/08/2013,Singapore Airlines,Minor,1,131,Embraer 190,Structural failure,"São Paulo, Brazil",Snow,33458,553,21,Night,Back,Full Plane
12/07/2018,Air India,Minor,0,227,Airbus A350,Bird strike,"Beijing, China",Clear,6265,255,39,Daylight,Front,Partial - High Monetary Damage
25/09/2020,Emirates,Minor,1,104,Airbus A320,Engine failure during takeoff,"London, UK",Windy,17212,161,7,Night,Back,Partial - High Monetary Damage
13/12/2013,Singapore Airlines,Minor,0,53,Boeing 777,Mid-air collision,"Sydney, Australia",Snow,18868,500,27,Daylight,Back,Partial - High Monetary Damage
02/10/2021,United,Severe,77,232,Boeing 777,Runway excursion,"Toronto, Canada",Thunderstorm,30771,385,20,Night,Back,Full Plane
08/10/2010,Delta,Minor,2,167,Airbus A320,Runway excursion,"Paris, France",Rain,36416,479,18,Night,Front,Full Plane
09/04/2010,Qatar Airways,Severe,125,51,Airbus A350,Landing gear malfunction,"Beijing, China",Rain,26869,598,37,Daylight,Back,Partial - Low Monetary Damage
30/09/2020,Singapore Airlines,Severe,264,16,Boeing 737,Controlled flight into terrain,"Toronto, Canada",Windy,29762,194,8,Night,Front,Partial - Low Monetary Damage
02/07/2013,British Airways,Minor,4,90,Boeing 737,Bird strike,"São Paulo, Brazil",Clear,18863,405,21,Daylight,Back,Full Plane
13/12/2020,United,Severe,184,187,Airbus A320,Severe turbulence,"Mumbai, India",Fog,8447,402,13,Night,Back,Partial - High Monetary Damage
06/07/2013,Singapore Airlines,Minor,0,276,Boeing 747,Structural failure,"Paris, France",Thunderstorm,36084,150,10,Daylight,Back,Partial - High Monetary Damage
15/01/2010,Turkish Airlines,Minor,5,121,Airbus A320,Fuel exhaustion,"Sydney, Australia",Windy,2386,172,8,Daylight,Front,Partial - High Monetary Damage
26/04/2024,Emirates,Minor,6,286,Boeing 747,Sabotage,"Tokyo, Japan",Rain,11487,308,36,Night,Front,Partial - High Monetary Damage
05/06/2022,United,Minor,9,167,Boeing 777,Engine failure during takeoff,"São Paulo, Brazil",Snow,5570,580,2,Daylight,Front,Full Plane
08/07/2012,Lufthansa,Minor,10,7,Airbus A320,Controlled flight into terrain,"São Paulo, Brazil",Snow,33419,414,7,Night,Front,Full Plane
06/02/2025,Lufthansa,Minor,4,259,Embraer 190,Runway excursion,"London, UK",Fog,36402,539,7,Daylight,Front,Full Plane
31/12/2024,Emirates,Severe,291,105,Airbus A380,Engine failure during takeoff,"Sydney, Australia",Clear,39992,563,13,Daylight,Back,Partial - High Monetary Damage
06/07/2016,Lufthansa,Severe,82,120,Boeing 737,Severe turbulence,"Beijing, China",Rain,14632,406,4,Night,Front,Full Plane
14/01/2020,Emirates,Minor,1,86,Boeing 737,Lightning strike,"Tokyo, Japan",Windy,1479,236,34,Daylight,Front,Partial - High Monetary Damage
18/06/2013,American Airlines,Severe,78,242,Boeing 737,Landing gear malfunction,"São Paulo, Brazil",Snow,25265,274,21,Daylight,Front,Partial - High Monetary Damage
07/03/2024,Emirates,Severe,239,51,Airbus A320,Mid-air collision,"New York, USA",Thunderstorm,14549,178,9,Night,Back,Partial - Low Monetary Damage
02/05/2014,Air India,Minor,8,12,Airbus A350,Engine failure during takeoff,"Beijing, China",Thunderstorm,22567,128,14,Night,Back,Full Plane
10/04/2020,Lufthansa,Severe,173,152,Boeing 747,Pilot error,"Beijing, China",Fog,32618,313,7,Daylight,Front,Partial - High Monetary Damage
23/09/2014,Qatar Airways,Minor,4,160,Boeing 747,Fuel exhaustion,"Mumbai, India",Snow,36650,257,23,Daylight,Back,Full Plane
21/11/2017,Air India,Minor,9,106,Embraer 190,Sabotage,"New York, USA",Rain,1634,450,26,Night,Front,Full Plane
03/06/2019,American Airlines,Minor,10,165,Airbus A380,Controlled flight into terrain,"Tokyo, Japan",Rain,14899,142,35,Night,Back,Partial - High Monetary Damage
05/05/2016,Singapore Airlines,Severe,55,44,Airbus A380,Mid-air collision,"Dubai, UAE",Windy,30451,578,11,Daylight,Front,Partial - High Monetary Damage
26/05/2010,British Airways,Minor,0,111,Airbus A380,Engine failure during takeoff,"São Paulo, Brazil",Thunderstorm,36589,416,16,Night,Front,Full Plane
15/06/2020,Delta,Minor,4,162,Boeing 747,Landing gear malfunction,"Sydney, Australia",Thunderstorm,38350,569,19,Daylight,Front,Partial - Low Monetary Damage
27/07/2021,Emirates,Minor,4,218,Airbus A350,Lightning strike,"New York, USA",Fog,7563,475,12,Daylight,Front,Full Plane
04/01/2015,Lufthansa,Minor,9,103,Airbus A380,Mid-air collision,"Mumbai, India",Fog,9562,511,35,Night,Front,Full Plane
20/12/2025,Air India,Minor,1,150,Boeing 777,Fuel exhaustion,"Dubai, UAE",Fog,6379,152,17,Night,Front,Full Plane
24/08/2010,American Airlines,Minor,0,115,Boeing 737,Sabotage,"London, UK",Fog,14543,111,1,Daylight,Back,Full Plane
19/12/2021,Turkish Airlines,Minor,10,33,Airbus A350,Runway excursion,"New York, USA",Thunderstorm,29139,314,9,Daylight,Front,Partial - Low Monetary Damage
24/12/2014,American Airlines,Severe,298,225,Airbus A380,Runway excursion,"Dubai, UAE",Clear,16422,597,10,Daylight,Front,Full Plane
12/02/2011,United,Severe,249,39,Boeing 777,Bird strike,"Sydney, Australia",Thunderstorm,15699,153,17,Night,Front,Partial - High Monetary Damage
24/12/2018,American Airlines,Severe,235,33,Embraer 190,Pilot error,"Dubai, UAE",Thunderstorm,26378,569,26,Daylight,Back,Partial - Low Monetary Damage
17/07/2023,Turkish Airlines,Minor,0,194,Airbus A380,Lightning strike,"Toronto, Canada",Thunderstorm,39076,455,12,Daylight,Back,Full Plane
12/12/2019,Singapore Airlines,Minor,7,117,Boeing 737,Mid-air collision,"New York, USA",Snow,37729,483,26,Night,Back,Full Plane
03/09/2021,Air India,Severe,93,100,Boeing 777,Fuel exhaustion,"Sydney, Australia",Snow,900,295,31,Daylight,Front,Partial - High Monetary Damage
04/06/2023,Air India,Severe,228,178,Airbus A320,Mid-air collision,"Sydney, Australia",Snow,20901,428,6,Night,Front,Full Plane
06/02/2023,United,Minor,3,133,Boeing 747,Pilot error,"Beijing, China",Thunderstorm,21753,294,16,Daylight,Front,Full Plane
08/02/2024,Qatar Airways,Severe,226,228,Bombardier CRJ900,Engine failure during takeoff,"São Paulo, Brazil",Rain,36211,453,11,Daylight,Back,Partial - Low Monetary Damage
11/10/2022,Delta,Minor,1,43,Airbus A320,Engine failure during takeoff,"Tokyo, Japan",Snow,21178,415,1,Daylight,Front,Partial - High Monetary Damage
30/04/2018,Qatar Airways,Minor,4,183,Airbus A320,Sabotage,"New York, USA",Clear,22575,147,9,Daylight,Front,Partial - High Monetary Damage
25/04/2012,Emirates,Minor,9,133,Airbus A380,Controlled flight into terrain,"New York, USA",Fog,32308,108,21,Daylight,Front,Full Plane
22/05/2024,British Airways,Minor,2,108,Embraer 190,Sabotage,"São Paulo, Brazil",Rain,24384,130,16,Night,Front,Full Plane
23/09/2015,Emirates,Minor,0,124,Airbus A380,Severe turbulence,"Dubai, UAE",Snow,38820,558,17,Night,Back,Full Plane
10/10/2017,United,Minor,4,259,Airbus A380,Runway excursion,"Beijing, China",Rain,37497,485,11,Night,Front,Full Plane
15/05/2016,Turkish Airlines,Minor,9,85,Bombardier CRJ900,Severe turbulence,"São Paulo, Brazil",Snow,20058,554,16,Daylight,Front,Partial - High Monetary Damage
18/08/2023,Lufthansa,Minor,9,165,Boeing 777,Sabotage,"Beijing, China",Thunderstorm,1366,530,35,Night,Front,Partial - Low Monetary Damage
22/04/2022,Lufthansa,Severe,103,154,Boeing 777,Landing gear malfunction,"Mumbai, India",Windy,35699,535,28,Daylight,Back,Full Plane
02/08/2014,Lufthansa,Severe,54,55,Airbus A380,Structural failure,"São Paulo, Brazil",Fog,18235,459,29,Night,Back,Partial - High Monetary Damage
27/03/2019,Lufthansa,Minor,6,248,Boeing 747,Structural failure,"London, UK",Fog,12227,472,3,Night,Front,Partial - High Monetary Damage
08/05/2020,Qatar Airways,Minor,4,210,Airbus A320,Runway excursion,"Paris, France",Windy,37743,369,29,Daylight,Back,Partial - High Monetary Damage
13/10/2011,British Airways,Minor,0,278,Boeing 737,Pilot error,"New York, USA",Clear,43,425,31,Daylight,Front,Full Plane
02/11/2015,Singapore Airlines,Minor,4,292,Airbus A380,Runway excursion,"São Paulo, Brazil",Rain,27466,167,25,Daylight,Back,Partial - High Monetary Damage
10/09/2018,Emirates,Severe,71,72,Boeing 747,Severe turbulence,"São Paulo, Brazil",Fog,39501,181,2,Daylight,Back,Full Plane
13/10/2020,Emirates,Minor,2,75,Embraer 190,Landing gear malfunction,"Tokyo, Japan",Snow,28175,440,20,Daylight,Front,Full Plane
29/11/2015,American Airlines,Severe,68,16,Embraer 190,Fuel exhaustion,"São Paulo, Brazil",Snow,37122,228,9,Daylight,Back,Full Plane
28/08/2022,United,Severe,65,203,Bombardier CRJ900,Bird strike,"Paris, France",Thunderstorm,3200,168,40,Night,Front,Partial - Low Monetary Damage
17/10/2010,United,Minor,7,276,Airbus A380,Pilot error,"New York, USA",Fog,19532,509,13,Daylight,Back,Full Plane
02/10/2019,Turkish Airlines,Severe,60,68,Airbus A380,Pilot error,"Mumbai, India",Fog,23546,478,38,Daylight,Front,Partial - High Monetary Damage
02/07/2018,Emirates,Minor,10,291,Airbus A320,Pilot error,"Toronto, Canada",Thunderstorm,10041,163,35,Daylight,Front,Partial - High Monetary Damage
25/10/2021,Lufthansa,Minor,4,130,Airbus A320,Controlled flight into terrain,"Beijing, China",Snow,34067,307,32,Daylight,Back,Full Plane
21/07/2021,Qatar Airways,Minor,10,174,Embraer 190,Fuel exhaustion,"São Paulo, Brazil",Snow,39828,374,28,Daylight,Back,Full Plane
17/05/2019,Turkish Airlines,Minor,3,282,Bombardier CRJ900,Pilot error,"São Paulo, Brazil",Fog,35600,172,26,Night,Front,Partial - High Monetary Damage
30/01/2020,Qatar Airways,Minor,1,21,Bombardier CRJ900,Pilot error,"Paris, France",Clear,28124,313,31,Night,Back,Partial - Low Monetary Damage
11/05/2018,Qatar Airways,Minor,0,88,Boeing 777,Landing gear malfunction,"Tokyo, Japan",Thunderstorm,968,522,20,Night,Front,Full Plane
15/07/2011,British Airways,Minor,5,262,Embraer 190,Engine failure during takeoff,"Tokyo, Japan",Thunderstorm,24724,357,4,Night,Front,Full Plane
03/08/2022,British Airways,Severe,144,155,Embraer 190,Runway excursion,"Toronto, Canada",Thunderstorm,4369,573,35,Night,Back,Full Plane
28/07/2017,Air India,Minor,0,177,Boeing 737,Mid-air collision,"Beijing, China",Clear,3176,164,32,Night,Back,Partial - High Monetary Damage
08/01/2021,American Airlines,Minor,3,235,Boeing 747,Runway excursion,"London, UK",Thunderstorm,25461,177,32,Night,Front,Partial - High Monetary Damage
07/04/2012,Qatar Airways,Minor,1,60,Airbus A380,Fuel exhaustion,"São Paulo, Brazil",Snow,21729,451,9,Daylight,Back,Partial - High Monetary Damage
20/11/2011,Lufthansa,Severe,143,285,Bombardier CRJ900,Sabotage,"Mumbai, India",Snow,27549,142,5,Night,Back,Full Plane
14/07/2019,American Airlines,Minor,8,213,Embraer 190,Severe turbulence,"Sydney, Australia",Thunderstorm,30126,424,3,Night,Front,Full Plane
29/10/2016,Qatar Airways,Minor,8,293,Airbus A350,Structural failure,"Paris, France",Fog,15767,515,29,Night,Front,Partial - High Monetary Damage
12/12/2017,Singapore Airlines,Severe,166,51,Airbus A350,Lightning strike,"New York, USA",Fog,15304,355,22,Night,Back,Full Plane
02/09/2019,Turkish Airlines,Minor,8,288,Boeing 737,Lightning strike,"Dubai, UAE",Rain,29645,282,12,Night,Front,Full Plane
08/01/2011,British Airways,Minor,5,263,Bombardier CRJ900,Mid-air collision,"Toronto, Canada",Thunderstorm,17915,575,19,Night,Front,Full Plane
16/11/2017,Turkish Airlines,Minor,0,43,Embraer 190,Structural failure,"Mumbai, India",Snow,24330,426,4,Night,Back,Full Plane
01/01/2025,Delta,Minor,6,218,Bombardier CRJ900,Sabotage,"New York, USA",Snow,29101,305,2,Night,Back,Partial - Low Monetary Damage
18/08/2023,Emirates,Severe,156,90,Airbus A380,Runway excursion,"New York, USA",Snow,2833,187,16,Night,Front,Partial - High Monetary Damage
13/03/2018,Singapore Airlines,Minor,0,189,Airbus A350,Severe turbulence,"New York, USA",Windy,5439,432,14,Daylight,Front,Partial - Low Monetary Damage
08/01/2019,Air India,Minor,6,150,Boeing 777,Engine failure during takeoff,"Paris, France",Fog,26153,500,3,Daylight,Back,Full Plane
25/08/2014,Singapore Airlines,Minor,7,100,Airbus A320,Controlled flight into terrain,"New York, USA",Snow,20863,295,24,Night,Front,Full Plane
23/10/2016,Turkish Airlines,Minor,5,54,Embraer 190,Controlled flight into terrain,"Mumbai, India",Windy,9430,527,5,Daylight,Front,Partial - High Monetary Damage
02/08/2015,Turkish Airlines,Minor,10,154,Boeing 777,Controlled flight into terrain,"Sydney, Australia",Snow,29108,416,2,Night,Back,Partial - High Monetary Damage
03/01/2012,Qatar Airways,Minor,1,164,Embraer 190,Sabotage,"Sydney, Australia",Windy,27156,391,39,Night,Front,Full Plane
19/04/2021,Qatar Airways,Minor,4,127,Airbus A380,Controlled flight into terrain,"London, UK",Snow,6110,498,32,Daylight,Front,Full Plane
04/02/2011,Delta,Severe,79,214,Airbus A380,Fuel exhaustion,"Tokyo, Japan",Fog,14592,295,10,Night,Back,Full Plane
14/01/2024,American Airlines,Minor,4,173,Airbus A350,Mid-air collision,"Tokyo, Japan",Fog,27410,588,19,Daylight,Front,Partial - High Monetary Damage
16/09/2024,Delta,Severe,183,51,Airbus A350,Controlled flight into terrain,"Mumbai, India",Rain,36709,174,30,Daylight,Back,Partial - High Monetary Damage
05/11/2019,Air India,Minor,3,102,Embraer 190,Lightning strike,"Paris, France",Snow,4529,115,9,Daylight,Front,Partial - High Monetary Damage
13/09/2014,Qatar Airways,Minor,5,111,Boeing 747,Severe turbulence,"New York, USA",Windy,19584,370,23,Daylight,Front,Partial - Low Monetary Damage
15/03/2023,Air India,Minor,1,264,Airbus A380,Bird strike,"Mumbai, India",Thunderstorm,38518,199,18,Night,Front,Partial - High Monetary Damage
15/04/2013,Qatar Airways,Minor,5,222,Boeing 747,Runway excursion,"Sydney, Australia",Thunderstorm,36165,423,12,Daylight,Back,Partial - Low Monetary Damage
14/05/2010,Qatar Airways,Minor,6,56,Airbus A380,Structural failure,"Beijing, China",Snow,3839,238,28,Night,Front,Partial - Low Monetary Damage
23/09/2010,Qatar Airways,Minor,0,114,Embraer 190,Runway excursion,"London, UK",Snow,9175,354,23,Night,Front,Partial - High Monetary Damage
08/01/2013,Lufthansa,Minor,9,212,Bombardier CRJ900,Runway excursion,"São Paulo, Brazil",Thunderstorm,23443,393,19,Daylight,Back,Partial - High Monetary Damage
03/11/2017,United,Minor,5,238,Boeing 737,Controlled flight into terrain,"Beijing, China",Windy,14414,509,5,Daylight,Back,Full Plane
14/11/2021,Singapore Airlines,Minor,1,148,Airbus A380,Pilot error,"Tokyo, Japan",Thunderstorm,1343,577,28,Daylight,Back,Full Plane
06/10/2017,Lufthansa,Minor,4,197,Airbus A320,Runway excursion,"Paris, France",Thunderstorm,33556,462,35,Daylight,Front,Full Plane
12/08/2019,Emirates,Minor,2,41,Bombardier CRJ900,Sabotage,"Toronto, Canada",Snow,18373,144,38,Daylight,Back,Partial - Low Monetary Damage
06/06/2017,Turkish Airlines,Minor,7,220,Boeing 737,Landing gear malfunction,"São Paulo, Brazil",Fog,12743,481,14,Daylight,Front,Full Plane
19/10/2014,British Airways,Minor,7,51,Embraer 190,Lightning strike,"Beijing, China",Rain,31385,101,38,Daylight,Front,Full Plane
22/05/2015,Air India,Minor,0,219,Airbus A350,Lightning strike,"Sydney, Australia",Thunderstorm,26114,105,12,Daylight,Front,Partial - High Monetary Damage
14/07/2020,United,Minor,10,5,Airbus A350,Lightning strike,"Toronto, Canada",Clear,10533,276,32,Daylight,Back,Full Plane
12/10/2025,Emirates,Minor,2,163,Embraer 190,Landing gear malfunction,"Tokyo, Japan",Rain,26068,391,28,Night,Back,Partial - Low Monetary Damage
11/09/2020,American Airlines,Minor,1,139,Boeing 737,Lightning strike,"New York, USA",Clear,19382,217,15,Daylight,Front,Partial - High Monetary Damage
24/10/2020,Qatar Airways,Severe,137,123,Bombardier CRJ900,Runway excursion,"São Paulo, Brazil",Fog,17652,171,38,Night,Back,Full Plane
06/06/2015,Qatar Airways,Severe,249,115,Embraer 190,Runway excursion,"Toronto, Canada",Rain,19745,438,36,Night,Back,Partial - High Monetary Damage
31/05/2010,British Airways,Minor,3,231,Bombardier CRJ900,Bird strike,"New York, USA",Snow,30135,509,21,Night,Back,Partial - High Monetary Damage
09/03/2025,British Airways,Severe,188,10,Embraer 190,Sabotage,"London, UK",Fog,32695,424,12,Daylight,Back,Full Plane
27/06/2014,British Airways,Minor,6,247,Airbus A320,Lightning strike,"São Paulo, Brazil",Clear,11819,424,15,Night,Front,Partial - High Monetary Damage
25/03/2012,Emirates,Severe,79,121,Embraer 190,Engine failure during takeoff,"Toronto, Canada",Snow,21175,572,36,Daylight,Front,Partial - Low Monetary Damage
28/06/2018,Turkish Airlines,Severe,76,195,Boeing 747,Pilot error,"Dubai, UAE",Rain,599,579,7,Daylight,Back,Partial - High Monetary Damage
08/02/2021,Turkish Airlines,Minor,5,240,Airbus A350,Fuel exhaustion,"Sydney, Australia",Snow,34832,584,36,Night,Front,Full Plane
03/06/2025,Lufthansa,Minor,1,40,Airbus A380,Structural failure,"New York, USA",Fog,18480,424,11,Night,Back,Partial - High Monetary Damage
01/07/2022,Air India,Severe,80,65,Boeing 747,Lightning strike,"New York, USA",Clear,12070,280,33,Daylight,Front,Full Plane
15/10/2020,Lufthansa,Minor,1,255,Airbus A350,Sabotage,"London, UK",Rain,15754,352,37,Night,Front,Partial - Low Monetary Damage
05/06/2012,Singapore Airlines,Severe,282,132,Boeing 747,Bird strike,"Paris, France",Fog,9229,166,13,Daylight,Back,Partial - High Monetary Damage
11/04/2023,American Airlines,Severe,231,247,Bombardier CRJ900,Structural failure,"Sydney, Australia",Snow,16418,489,25,Night,Front,Partial - High Monetary Damage
